experiment_name,loss_mode,repeat_idx,seed,bce_weight,dice_weight,dice_smooth,soft_bce_smooth,best_miou,last_miou,best_macro_f1,last_macro_f1,best_rare_miou,last_rare_miou,epochs,focal_weight,tversky_weight,tversky_alpha,tversky_beta,focal_gamma,mix_weight,dice_smooth,soft_bce_smooth,alpha,gamma,beta
soft_bce_dice__mix_weight-0.8__dice_smooth-1e-05__soft_bce_smooth-0.05,soft_bce_dice,1,43,0.8,0.1999999999999999,1e-05,0.05,0.0628342114772322,0.0628342114772322,0.0870388944289194,0.0870388944289194,0.1023706157483607,0.1018838016478039,5,,,,,,0.8,1e-05,0.05,,,
soft_bce_dice__mix_weight-0.8__dice_smooth-1e-05__soft_bce_smooth-0.05,soft_bce_dice,2,44,0.8,0.1999999999999999,1e-05,0.05,0.0991444797128684,0.0991444797128684,0.1368919539015966,0.1368919539015966,0.108863765572904,0.108863765572904,5,,,,,,0.8,1e-05,0.05,,,
soft_bce_dice__mix_weight-0.8__dice_smooth-1e-05__soft_bce_smooth-0.1,soft_bce_dice,0,42,0.8,0.1999999999999999,1e-05,0.1,0.0570105158152475,0.0570105158152475,0.0763983364115225,0.0763983364115225,0.1026189284674455,0.1026189284674455,5,,,,,,0.8,1e-05,0.1,,,
soft_bce_dice__mix_weight-0.8__dice_smooth-1e-05__soft_bce_smooth-0.1,soft_bce_dice,1,43,0.8,0.1999999999999999,1e-05,0.1,0.0983255652376943,0.0983255652376943,0.1359290581779995,0.1359290581779995,0.1016129283119159,0.1016129283119159,5,,,,,,0.8,1e-05,0.1,,,
soft_bce_dice__mix_weight-0.8__dice_smooth-1e-05__soft_bce_smooth-0.1,soft_bce_dice,2,44,0.8,0.1999999999999999,1e-05,0.1,0.0610261101531814,0.0610261101531814,0.0801536970110183,0.0801536970110183,0.1098469982757265,0.1098469982757265,5,,,,,,0.8,1e-05,0.1,,,
bce_dice__mix_weight-0.2__dice_smooth-1e-07,bce_dice,0,42,0.2,0.8,1e-07,,0.1417403591876555,0.1417403591876555,0.2086447869314847,0.2086447869314847,0.1417751991115867,0.1155742732185004,5,,,,,,0.2,1e-07,,,,
bce_dice__mix_weight-0.2__dice_smooth-1e-07,bce_dice,1,43,0.2,0.8,1e-07,,0.1330399791680536,0.1330399791680536,0.1990345361533046,0.1990345361533046,0.1355550092137939,0.1326877443183847,5,,,,,,0.2,1e-07,,,,
bce_dice__mix_weight-0.2__dice_smooth-1e-07,bce_dice,2,44,0.2,0.8,1e-07,,0.1277879250868433,0.1234856594441786,0.1951871110992545,0.1951871110992545,0.1460502067923847,0.1320159003137192,5,,,,,,0.2,1e-07,,,,
bce_dice__mix_weight-0.2__dice_smooth-1e-06,bce_dice,0,42,0.2,0.8,1e-06,,0.1237385334845508,0.1237385334845508,0.1883207355541084,0.1883207355541084,0.1287842329711669,0.1117621466120551,5,,,,,,0.2,1e-06,,,,
bce_dice__mix_weight-0.2__dice_smooth-1e-06,bce_dice,1,43,0.2,0.8,1e-06,,0.1343294130938783,0.1343294130938783,0.2020251396316815,0.2020251396316815,0.1509022325627673,0.1509022325627673,5,,,,,,0.2,1e-06,,,,
bce_dice__mix_weight-0.2__dice_smooth-1e-06,bce_dice,2,44,0.2,0.8,1e-06,,0.1327609159654511,0.1327609159654511,0.2063501870982222,0.2063501870982222,0.1426517454067681,0.1426517454067681,5,,,,,,0.2,1e-06,,,,
bce_dice__mix_weight-0.2__dice_smooth-1e-05,bce_dice,0,42,0.2,0.8,1e-05,,0.1231189768559588,0.1231189768559588,0.1890941068996681,0.1890941068996681,0.1253531374730707,0.102913430866472,5,,,,,,0.2,1e-05,,,,
bce_dice__mix_weight-0.2__dice_smooth-1e-05,bce_dice,1,43,0.2,0.8,1e-05,,0.1296741954555467,0.1296741954555467,0.1968936484317669,0.1968936484317669,0.1385893501317588,0.1385893501317588,5,,,,,,0.2,1e-05,,,,
bce_dice__mix_weight-0.2__dice_smooth-1e-05,bce_dice,2,44,0.2,0.8,1e-05,,0.1583756504099713,0.1436481747035149,0.2417515015906969,0.2216316731329929,0.1594572038600549,0.1568980691854354,5,,,,,,0.2,1e-05,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-07,bce_dice,0,42,0.5,0.5,1e-07,,0.1144145632365874,0.1144145632365874,0.1644161937523757,0.1644161937523757,0.1300317635630718,0.1300317635630718,5,,,,,,0.5,1e-07,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-07,bce_dice,1,43,0.5,0.5,1e-07,,0.1012069243501499,0.0917478051062444,0.1399179466876422,0.128531637957257,0.1044139955031813,0.1044139955031813,5,,,,,,0.5,1e-07,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-07,bce_dice,2,44,0.5,0.5,1e-07,,0.1132161129414421,0.1132161129414421,0.1673982721089324,0.1673982721089324,0.1315584443546164,0.1315584443546164,5,,,,,,0.5,1e-07,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-06,bce_dice,0,42,0.5,0.5,1e-06,,0.1172997538066934,0.1017235096690587,0.1731052842659602,0.147977555750739,0.1296284062011293,0.1296284062011293,5,,,,,,0.5,1e-06,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-06,bce_dice,1,43,0.5,0.5,1e-06,,0.10237117541569,0.10237117541569,0.1430516874637089,0.1430516874637089,0.1111437731905296,0.1097649632022085,5,,,,,,0.5,1e-06,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-06,bce_dice,2,44,0.5,0.5,1e-06,,0.1122157836216621,0.1122157836216621,0.1600451127677816,0.1600451127677816,0.135659268814885,0.135659268814885,5,,,,,,0.5,1e-06,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-05,bce_dice,0,42,0.5,0.5,1e-05,,0.1098633449518443,0.1082411430343667,0.1551071590140329,0.1551071590140329,0.1190190385617216,0.1190190385617216,5,,,,,,0.5,1e-05,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-05,bce_dice,1,43,0.5,0.5,1e-05,,0.106511238634506,0.1017439633090382,0.1526487346942038,0.1384970092502181,0.1139923692226447,0.1139923692226447,5,,,,,,0.5,1e-05,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-05,bce_dice,2,44,0.5,0.5,1e-05,,0.1115431543060844,0.1115431543060844,0.1576109088603306,0.1576109088603306,0.1171042411522667,0.1171042411522667,5,,,,,,0.5,1e-05,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-07,bce_dice,0,42,0.8,0.1999999999999999,1e-07,,0.0597072266965012,0.0558823912759908,0.0789058033129469,0.0754960003300297,0.1074730080537022,0.1005883042967834,5,,,,,,0.8,1e-07,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-07,bce_dice,1,43,0.8,0.1999999999999999,1e-07,,0.0895102922936891,0.0895102922936891,0.1272719968644401,0.1272719968644401,0.0935458547699118,0.0935458547699118,5,,,,,,0.8,1e-07,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-07,bce_dice,2,44,0.8,0.1999999999999999,1e-07,,0.0794318896877046,0.0794318896877046,0.1109069094898188,0.1109069094898188,0.1159921848463526,0.1159921848463526,5,,,,,,0.8,1e-07,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-06,bce_dice,0,42,0.8,0.1999999999999999,1e-06,,0.0616463682910875,0.0553138260059485,0.0805368801347106,0.0745322942503475,0.1109634629239576,0.0995648868107074,5,,,,,,0.8,1e-06,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-06,bce_dice,1,43,0.8,0.1999999999999999,1e-06,,0.1047320578139462,0.1047320578139462,0.1423026726914754,0.1423026726914754,0.1073956678796987,0.1073956678796987,5,,,,,,0.8,1e-06,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-06,bce_dice,2,44,0.8,0.1999999999999999,1e-06,,0.0636998742222955,0.0636998742222955,0.0832804653920107,0.0832804653920107,0.1146597736001319,0.1146597736001319,5,,,,,,0.8,1e-06,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-05,bce_dice,0,42,0.8,0.1999999999999999,1e-05,,0.0600660221964272,0.0571141134764183,0.0784307440196252,0.076242951821448,0.1081188399535691,0.102805404257553,5,,,,,,0.8,1e-05,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-05,bce_dice,1,43,0.8,0.1999999999999999,1e-05,,0.085375124091674,0.085375124091674,0.1225941973673273,0.1225941973673273,0.0965394805403859,0.0934144054904069,5,,,,,,0.8,1e-05,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-05,bce_dice,2,44,0.8,0.1999999999999999,1e-05,,0.0627212175024485,0.0627212175024485,0.0870883902308356,0.0850872575991771,0.1080347003609756,0.1080347003609756,5,,,,,,0.8,1e-05,,,,
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,0,42,,,,,0.1195474338016492,0.1195474338016492,0.1859766572133785,0.1859766572133785,0.1212539068856312,0.1212539068856312,5,0.2,0.8,0.2,0.8,1.0,0.2,,,0.2,1.0,0.8
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,1,43,,,,,0.1099048031955328,0.1063568862416984,0.1611283079910531,0.1611283079910531,0.1228405072164748,0.1161850930085384,5,0.2,0.8,0.2,0.8,1.0,0.2,,,0.2,1.0,0.8
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,2,44,,,,,0.1410855523526185,0.1410855523526185,0.2190323561820477,0.2190323561820477,0.1593606248572186,0.1593606248572186,5,0.2,0.8,0.2,0.8,1.0,0.2,,,0.2,1.0,0.8
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,0,42,,,,,0.127594439050196,0.1185840853613117,0.1921819129146622,0.1870155784445072,0.1229714516196425,0.1130760183466939,5,0.2,0.8,0.2,0.8,2.0,0.2,,,0.2,2.0,0.8
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,1,43,,,,,0.1142667322872427,0.1142667322872427,0.171336383185003,0.171336383185003,0.1151835278647155,0.1150900396039047,5,0.2,0.8,0.2,0.8,2.0,0.2,,,0.2,2.0,0.8
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,2,44,,,,,0.1110035269713814,0.1110035269713814,0.1667509426817141,0.1667509426817141,0.1292465252643289,0.1292465252643289,5,0.2,0.8,0.2,0.8,2.0,0.2,,,0.2,2.0,0.8
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,0,42,,,,,0.1027662266961196,0.1006854125622564,0.163549093329454,0.163549093329454,0.1197300965775444,0.1064769048743892,5,0.2,0.8,0.2,0.8,3.0,0.2,,,0.2,3.0,0.8
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,1,43,,,,,0.1035813753214446,0.098920879098394,0.1582453376177301,0.1561460228470039,0.1225168450100174,0.1176948762964965,5,0.2,0.8,0.2,0.8,3.0,0.2,,,0.2,3.0,0.8
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,2,44,,,,,0.1123666245250881,0.1079935330228417,0.1698262883536317,0.1672665214935886,0.1224722803366045,0.1224722803366045,5,0.2,0.8,0.2,0.8,3.0,0.2,,,0.2,3.0,0.8
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,0,42,,,,,0.1469730704318761,0.1469730704318761,0.2275491703734804,0.2275491703734804,0.140022333054229,0.140022333054229,5,0.2,0.8,0.5,0.5,1.0,0.2,,,0.5,1.0,0.5
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,1,43,,,,,0.1303628323622607,0.1303628323622607,0.2012258197798445,0.2012258197798445,0.1352052021738559,0.1352052021738559,5,0.2,0.8,0.5,0.5,1.0,0.2,,,0.5,1.0,0.5
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,2,44,,,,,0.1489600730451395,0.1466164846190579,0.2263592026110356,0.2263592026110356,0.155651453244445,0.155651453244445,5,0.2,0.8,0.5,0.5,1.0,0.2,,,0.5,1.0,0.5
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,0,42,,,,,0.119103022611218,0.1037232220915649,0.1814495392606464,0.1629693726255334,0.1219701183483705,0.101753072910097,5,0.2,0.8,0.5,0.5,2.0,0.2,,,0.5,2.0,0.5
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,1,43,,,,,0.1329706092590125,0.1329706092590125,0.204994113418949,0.204994113418949,0.1386792401289427,0.1386792401289427,5,0.2,0.8,0.5,0.5,2.0,0.2,,,0.5,2.0,0.5
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,2,44,,,,,0.1312787043433418,0.1212697962002306,0.1956296389411754,0.1916602936399124,0.1467688338271282,0.1396302787984229,5,0.2,0.8,0.5,0.5,2.0,0.2,,,0.5,2.0,0.5
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,0,42,,,,,0.13311293849181,0.13311293849181,0.2158566243072783,0.2158566243072783,0.1329091944709578,0.1239402860884455,5,0.2,0.8,0.5,0.5,3.0,0.2,,,0.5,3.0,0.5
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,1,43,,,,,0.109287547349209,0.109287547349209,0.1704999198397536,0.1704999198397536,0.1251464704305801,0.1251464704305801,5,0.2,0.8,0.5,0.5,3.0,0.2,,,0.5,3.0,0.5
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,2,44,,,,,0.1345495423417263,0.1163034359889568,0.2031163368052387,0.18704952954291,0.1522173528270503,0.1272989263862288,5,0.2,0.8,0.5,0.5,3.0,0.2,,,0.5,3.0,0.5
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,0,42,,,,,0.1342175390798609,0.1280332790440696,0.2103966065143697,0.2028218359911027,0.1535512598046806,0.1104543032438591,5,0.2,0.8,0.8,0.1999999999999999,1.0,0.2,,,0.8,1.0,0.2
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,1,43,,,,,0.1423452093699868,0.1423452093699868,0.2232252711655607,0.2232252711655607,0.14536486297539,0.14536486297539,5,0.2,0.8,0.8,0.1999999999999999,1.0,0.2,,,0.8,1.0,0.2
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,2,44,,,,,0.1404399871069329,0.1391856793499551,0.2163174550496166,0.2163174550496166,0.1578046010241404,0.1578046010241404,5,0.2,0.8,0.8,0.1999999999999999,1.0,0.2,,,0.8,1.0,0.2
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,0,42,,,,,0.143761666936343,0.1389811654513768,0.2251021490055693,0.2243502488166317,0.1508608236998286,0.1336431981357916,5,0.2,0.8,0.8,0.1999999999999999,2.0,0.2,,,0.8,2.0,0.2
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,1,43,,,,,0.134868688707148,0.134868688707148,0.2096028945012298,0.2096028945012298,0.1512556590521021,0.1512556590521021,5,0.2,0.8,0.8,0.1999999999999999,2.0,0.2,,,0.8,2.0,0.2
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,2,44,,,,,0.1384377877567478,0.1245021356514226,0.2143918038459616,0.1984215388634747,0.1434083014710582,0.1434083014710582,5,0.2,0.8,0.8,0.1999999999999999,2.0,0.2,,,0.8,2.0,0.2
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,0,42,,,,,0.1252841748582664,0.1252841748582664,0.2049756025861145,0.2049756025861145,0.1298987340415499,0.1298987340415499,5,0.2,0.8,0.8,0.1999999999999999,3.0,0.2,,,0.8,3.0,0.2
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,1,43,,,,,0.1313289924533026,0.1313289924533026,0.2126697198491124,0.2126697198491124,0.1397486017243708,0.1397486017243708,5,0.2,0.8,0.8,0.1999999999999999,3.0,0.2,,,0.8,3.0,0.2
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,2,44,,,,,0.1298672904865911,0.115653465159924,0.2047439612732383,0.1875508582628029,0.1396039127491476,0.1273710514283293,5,0.2,0.8,0.8,0.1999999999999999,3.0,0.2,,,0.8,3.0,0.2
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,0,42,,,,,0.1059592391442465,0.1013319734965964,0.1558655959131284,0.1463282034920171,0.1371416927989084,0.1371416927989084,5,0.5,0.5,0.2,0.8,1.0,0.5,,,0.2,1.0,0.8
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,1,43,,,,,0.1044827954006327,0.1044827954006327,0.1475224228508692,0.1475224228508692,0.1116425658325843,0.1116425658325843,5,0.5,0.5,0.2,0.8,1.0,0.5,,,0.2,1.0,0.8
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,2,44,,,,,0.1065201845839696,0.1065201845839696,0.1527219263851944,0.1527219263851944,0.1348487424945209,0.1348487424945209,5,0.5,0.5,0.2,0.8,1.0,0.5,,,0.2,1.0,0.8
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,0,42,,,,,0.092640606182213,0.092640606182213,0.1390799374664365,0.1390799374664365,0.1279780801268493,0.1215410764736007,5,0.5,0.5,0.2,0.8,2.0,0.5,,,0.2,2.0,0.8
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,1,43,,,,,0.1068915158994084,0.1068915158994084,0.1541399147832362,0.1541399147832362,0.1258560965233187,0.1258560965233187,5,0.5,0.5,0.2,0.8,2.0,0.5,,,0.2,2.0,0.8
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,2,44,,,,,0.1027974364946355,0.1027974364946355,0.1466269484183321,0.1466269484183321,0.1237014509912569,0.1237014509912569,5,0.5,0.5,0.2,0.8,2.0,0.5,,,0.2,2.0,0.8
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,0,42,,,,,0.0998877815660378,0.0748360375241405,0.1466546591440919,0.113645981593193,0.1244520215508748,0.118946337864566,5,0.5,0.5,0.2,0.8,3.0,0.5,,,0.2,3.0,0.8
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,1,43,,,,,0.102829051620213,0.1000018676826062,0.1530017073408094,0.1460760091754598,0.1117042983918989,0.1112426244695307,5,0.5,0.5,0.2,0.8,3.0,0.5,,,0.2,3.0,0.8
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,2,44,,,,,0.1233849803040357,0.1233849803040357,0.1781437953569069,0.1781437953569069,0.1280255468842058,0.1280255468842058,5,0.5,0.5,0.2,0.8,3.0,0.5,,,0.2,3.0,0.8
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,0,42,,,,,0.0883610695236491,0.0864934521469164,0.1338379551943657,0.127652567014509,0.1070434643078751,0.1070434643078751,5,0.5,0.5,0.5,0.5,1.0,0.5,,,0.5,1.0,0.5
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,1,43,,,,,0.1105515987019524,0.1105515987019524,0.1569084116530232,0.1569084116530232,0.1241598663654133,0.1241598663654133,5,0.5,0.5,0.5,0.5,1.0,0.5,,,0.5,1.0,0.5
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,2,44,,,,,0.132516852453873,0.132516852453873,0.1958007791796269,0.1958007791796269,0.1316309301862306,0.1316309301862306,5,0.5,0.5,0.5,0.5,1.0,0.5,,,0.5,1.0,0.5
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,0,42,,,,,0.1121238244271549,0.0905947665377294,0.1688067093367148,0.1324865387570278,0.1298520784339873,0.1223460576889285,5,0.5,0.5,0.5,0.5,2.0,0.5,,,0.5,2.0,0.5
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,1,43,,,,,0.1063996129337827,0.1063996129337827,0.1548682857075594,0.1548682857075594,0.1157934120577687,0.1157934120577687,5,0.5,0.5,0.5,0.5,2.0,0.5,,,0.5,2.0,0.5
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,2,44,,,,,0.1186402186468889,0.1186402186468889,0.1677036347989732,0.1677036347989732,0.1435924130763807,0.1397482711845729,5,0.5,0.5,0.5,0.5,2.0,0.5,,,0.5,2.0,0.5
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,0,42,,,,,0.116364207010723,0.0968111973697902,0.1718005483944869,0.1423973225105504,0.1308798645246857,0.1234873998921703,5,0.5,0.5,0.5,0.5,3.0,0.5,,,0.5,3.0,0.5
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,1,43,,,,,0.1157524817934448,0.1157524817934448,0.1677425647173404,0.1677425647173404,0.1311152391784542,0.1311152391784542,5,0.5,0.5,0.5,0.5,3.0,0.5,,,0.5,3.0,0.5
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,2,44,,,,,0.120867553736754,0.120867553736754,0.1815252585849944,0.1815252585849944,0.1391742667032384,0.1391742667032384,5,0.5,0.5,0.5,0.5,3.0,0.5,,,0.5,3.0,0.5
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,0,42,,,,,0.1201176454647071,0.0857338052988248,0.1778727597802508,0.1293724025384445,0.1293412464394714,0.1131255576832878,5,0.5,0.5,0.8,0.1999999999999999,1.0,0.5,,,0.8,1.0,0.2
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,1,43,,,,,0.1129441985392644,0.1129441985392644,0.1665049750994845,0.1665049750994845,0.1252415240857629,0.1221561648938974,5,0.5,0.5,0.8,0.1999999999999999,1.0,0.5,,,0.8,1.0,0.2
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,2,44,,,,,0.1161430150814501,0.1161430150814501,0.1661707975889556,0.1661707975889556,0.1340607248641844,0.1340607248641844,5,0.5,0.5,0.8,0.1999999999999999,1.0,0.5,,,0.8,1.0,0.2
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,0,42,,,,,0.1500459059109267,0.1367720621217407,0.2259981037735317,0.2023517382600616,0.1625667080392089,0.1210966827878311,5,0.5,0.5,0.8,0.1999999999999999,2.0,0.5,,,0.8,2.0,0.2
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,1,43,,,,,0.1281408308036324,0.1281408308036324,0.1917505514295322,0.1917505514295322,0.1397530024394954,0.1397530024394954,5,0.5,0.5,0.8,0.1999999999999999,2.0,0.5,,,0.8,2.0,0.2
